,county,state,fips,year,population_all,population_65,income_median_house_65,income_median_house_all,per_poverty_all,per_poverty_65,per_male_all,per_hear_diffi_65,per_vision_diffi_65,per_cog_diffi_65,per_ambu_diffi_65,per_selfCare_diffi_65,per_indeLive_diffi_65,per_oneRace_white_all,per_oneRace_baa_all,per_oneRace_aian_all,per_oneRace_asian_all,per_oneRace_nhopi_all,per_oneRace_other_all,per_twoRace_over_all,per_male_65,per_high_65,per_bachelor_65,per_employment_65,per_veteran_65,per_stamp_house_all,per_insured_65
10,Penobscot , Maine,23019,2012,282285.0,23697,28728,41653,0.18142107734073606,0.10771108495706376,0.4905756495160468,0.18600000000000005,0.065,0.08,0.217,0.078,0.124,0.8098871707671325,0.13560408806702445,0.0039924190091574115,0.011406911454735463,0.00043572984749455336,0.016419575960465487,0.022254104893990115,0.4416170823310968,0.8370000000000001,0.179,0.2845125939992404,0.3874107595898214,0.2157160722483418,0.9981256266073841
11,York , Maine,23031,2012,,33050,35391,52408,0.11617975693629527,0.0843324968243641,0.4877049180327869,0.16899999999999998,0.048,0.084,0.147,0.047,0.122,,,,,,,,0.4345839636913767,0.845,0.245,,,0.15232919061093728,0.9988226910803358
12,Allegany , Maryland,24001,2012,107653.0,13839,29519,38509,0.1708040569896178,0.08549501151189562,0.5201535508637236,0.185,0.06,0.085,0.302,0.142,0.18,0.8904350087782041,0.03910713124576185,0.0018206645425580335,0.025405701652531747,0.0,0.029622955235803924,0.013608538545140405,0.409711684370258,0.797,0.105,0.15785061608497725,0.34180741527567027,0.18340626640994223,0.9930928626247122
13,Anne Arundel , Maryland,24003,2012,256069.0,69851,53880,89179,0.05705401177976186,0.07002609215340437,0.4941831057157309,0.118,0.055,0.071,0.191,0.06,0.138,0.8012332613475274,0.02302894922852825,0.004077026114055196,0.06074534598096608,0.001019256528513799,0.06788404687798992,0.04201211392241935,0.3876250876866473,0.8320000000000001,0.278,0.0945773737097536,0.07897516810067143,0.06957223647330316,0.9945191901228809
14,Baltimore , Maryland,24005,2012,87428.0,123562,41494,62444,0.09654764609951427,0.05473435256356112,0.4731296101159114,0.132,0.048,0.08,0.199,0.069,0.141,0.8332570801116347,0.005101340531637462,0.034039438166262516,0.021034451205563437,0.00368303060804319,0.0586768540970856,0.04420780527977307,0.3371424871724317,0.821,0.26,0.0205610968744436,0.025672537867629203,0.10822718743796149,0.9936227721935974
15,Calvert , Maryland,24009,2012,118360.0,10651,52724,87449,0.0724741885834335,0.043078412391093904,0.5056846267918932,0.16399999999999998,0.039,0.171,0.29,0.141,0.241,0.9284978033119295,0.0059057113889827645,0.01952517742480568,0.012445082798242649,0.0,0.010687732342007436,0.022938492734031767,0.3971458079053611,0.813,0.228,0.2948498619847902,0.22738543986480145,0.12842145939331487,1.0
16,Carroll , Maryland,24013,2012,470728.0,23888,45306,80028,0.06217284282407266,0.04754440961337513,0.4946942900454776,0.125,0.051,0.075,0.171,0.071,0.13,0.7434654407640929,0.10650736731190837,0.0009878316140106388,0.07738651620468721,0.00018482010842779692,0.051301388487619184,0.020166635509253752,0.4177829872739451,0.8590000000000001,0.19399999999999998,0.6124311584058942,0.6728880197588748,0.06753290021655839,0.9982149076976663
17,Cecil , Maryland,24015,2012,747813.0,12864,41073,63036,0.14410475990857466,0.060622914349276975,0.4959677419354839,0.147,0.049,0.068,0.195,0.079,0.096,0.7628377682655958,0.15232551453371365,0.003177264904461409,0.033959024515487164,0.00020459660369637864,0.02346174778988865,0.02403408338715695,0.4370335820895522,0.741,0.17300000000000001,1.5882887737873137,1.0386485440764925,0.1183762008057019,1.0
18,Charles , Maryland,24017,2012,85774.0,15471,60750,90880,0.09673270046292884,0.09953580901856764,0.4807892004153686,0.108,0.055,0.101,0.219,0.076,0.162,0.9298621960034508,0.006587077669223774,0.04110802807377527,0.007414834332081983,0.0006062443164595332,0.0020985380185137687,0.012323081586494741,0.3107749983840734,0.799,0.182,0.09021488772542177,0.07494067338892121,0.09193181165936441,0.9840848806366048
19,Frederick , Maryland,24021,2012,262305.0,28844,51574,80765,0.06777023924909452,0.05172475681108439,0.494949494949495,0.124,0.04,0.08,0.195,0.06,0.134,0.6010598349249919,0.035595966527515684,0.010823278244791368,0.07630048988772611,0.0038733535388193133,0.2295876937153314,0.04275938316082424,0.3996671751490778,0.836,0.26,0.23080366454028567,0.21342518530716956,0.07555612079729918,0.9958002799813346
20,Harford , Maryland,24025,2012,426762.0,33509,51402,76645,0.08261108286731063,0.07259544787077826,0.4874423372629421,0.136,0.029,0.075,0.17600000000000002,0.065,0.152,0.7343601351573008,0.028399904396361437,0.005398793707031085,0.06492377484405829,0.004609126398320376,0.12514938068525314,0.03715888481167489,0.3930585812766719,0.85,0.23399999999999999,0.32415012157927725,0.3301486563609777,0.08355524512157855,0.9947381302006852
21,Howard , Maryland,24027,2012,139045.0,33265,75423,108844,0.045238806020212734,0.040330638568444,0.486916367367881,0.11,0.056,0.047,0.16699999999999998,0.07200000000000001,0.13,0.7610629652270847,0.021489445862850155,0.005580927038009277,0.07641411053975332,0.001222625768636053,0.1052249271818476,0.029004998381818838,0.3283330828197806,0.884,0.498,0.12582391672929505,0.08308424665564405,0.04343343334045458,0.9892209404426682
22,Montgomery , Maryland,24031,2012,98292.0,129974,73348,94965,0.06425340546962169,0.06465804242366592,0.4815966822187662,0.112,0.051,0.078,0.195,0.08,0.14800000000000002,0.9325072233752492,0.002838481259919424,0.01074349896227567,0.013388678631017784,0.0005086883978350222,0.00574817889553575,0.034265250478167086,0.3073306969086125,0.884,0.5329999999999999,0.02275763734285318,0.025106529829042736,0.05899489360759424,0.9718126763689401
23,Prince George's , Maryland,24033,2012,3090132.0,90544,59017,69879,0.10241991070774746,0.07452915815747674,0.4802494802494803,0.08800000000000001,0.052000000000000005,0.08800000000000001,0.225,0.08,0.149,0.6388998916551137,0.01509288276358421,0.0035270337966145132,0.18630692798883672,0.0030710662198249142,0.11572580071013147,0.0373763968658944,0.13733654355893268,0.813,0.257,0.7794952164693408,0.5706287223891147,0.10149966253477538,0.9769117313365101
24,St. Mary's , Maryland,24037,2012,100376.0,11816,64344,86358,0.07040769281433182,0.02883424730231735,0.4967287367891294,0.121,0.051,0.034,0.218,0.036000000000000004,0.114,0.9112536861401132,0.029429345660317206,0.0034868892962461144,0.005180521240137084,0.0021718339045190085,0.019775643580138683,0.02870208017852873,0.41088354773188895,0.8290000000000001,0.29600000000000004,0.24094147664184157,0.10968643466486121,0.10419696389845644,1.0
25,Washington , Maryland,24043,2012,1499273.0,21992,31020,53167,0.14180699205060265,0.10074965382227953,0.5105237395986294,0.181,0.069,0.085,0.233,0.066,0.16699999999999998,0.8237519117598996,0.07337289472964563,0.0023051172134761315,0.03644699797835351,0.00010204945997159956,0.043195602135168175,0.020825426723485314,0.41533284830847583,0.799,0.114,1.1028437304929066,1.7785800880774827,0.140296498343931,0.9883015804803514
26,Wicomico , Maryland,24045,2012,135152.0,13564,35861,51451,0.16363410544619014,0.07569999224385325,0.4794377928162416,0.129,0.065,0.068,0.202,0.084,0.123,0.8525881969930152,0.0233292885047946,0.004750207174144667,0.0591186219959749,0.00034035752338108197,0.020347460636912517,0.03952586717177696,0.3434090238867591,0.794,0.22399999999999998,0.25126275317015634,0.32581356885874385,0.15370214613234934,1.0
27,Baltimore city, Maryland,24510,2012,361682.0,73922,24815,39241,0.2482068683086644,0.1815259472529316,0.4708994708994709,0.104,0.069,0.114,0.305,0.111,0.213,0.8407579033515629,0.010968198583285871,0.0052172903268617185,0.06612991522940041,0.000550207087994426,0.033280616674316116,0.04309586874657849,0.15521766185979816,0.653,0.183,0.08900894110007847,0.10429879053597035,0.2642381043957168,0.9890704272596402
28,Barnstable , Massachusetts,25001,2012,66338.0,57426,42249,59453,0.10309660932552918,0.06955560705181911,0.477533960292581,0.115,0.044,0.058,0.158,0.052000000000000005,0.114,0.8873044107449727,0.02748047876028822,0.008743103500256264,0.005306159365672767,0.0,0.04549428683409208,0.02567156079471796,0.4177376101417477,0.93,0.40700000000000003,0.05536599561174382,0.09902875091422005,0.07835928970879844,1.0
29,Berkshire , Massachusetts,25003,2012,540811.0,25457,35036,46509,0.14041939796099148,0.06450544445824535,0.4813278008298755,0.163,0.052000000000000005,0.085,0.205,0.055,0.16899999999999998,0.8049984190410329,0.1405981017397945,0.0015846571168116033,0.022249917253902008,0.0004548724045923622,0.0015772608175499386,0.028536771626316768,0.4240876772596928,0.8370000000000001,0.271,0.7187728080292258,1.1885223005853007,0.16847708408516782,1.0
30,Bristol , Massachusetts,25005,2012,2268783.0,82596,30346,53689,0.1319805124922561,0.10601354447782474,0.4850669412976314,0.14300000000000002,0.051,0.078,0.224,0.093,0.172,0.6566718809158919,0.062092760744416726,0.010123048347946894,0.058655234987215615,0.003087558395844821,0.1681787107890001,0.041190805819683936,0.397997481718243,0.6759999999999999,0.17600000000000002,0.6334221509516199,1.087750094435566,0.17354043151835316,0.9989561586638831
31,Essex , Massachusetts,25009,2012,1450121.0,111962,39642,67888,0.1218550854756905,0.10556370591840146,0.4813278008298755,0.16,0.078,0.095,0.211,0.08800000000000001,0.16699999999999998,0.5948600151297719,0.10057298666800908,0.008874431857755318,0.1499716230576621,0.010470160765894708,0.07137473355671699,0.06387604896418989,0.3906057412336328,0.836,0.26,0.378843172237009,0.5514272840338686,0.1446658884190405,0.9952831064643726
32,Franklin , Massachusetts,25011,2012,166234.0,11716,37949,55416,0.1058111620903706,0.07207527072607847,0.4848016486347244,0.121,0.034,0.097,0.211,0.063,0.168,0.7254893704055728,0.2293273337584369,0.0012332013908105445,0.012392170073510834,0.0003970306916755897,0.008722643983781898,0.022438249696211363,0.4379481051553431,0.878,0.29,0.4016943303175145,0.6228525206555139,0.14875582939033938,1.0
33,Hampden , Massachusetts,25013,2012,2081313.0,69836,29503,48865,0.1919202852131809,0.10000453603882847,0.4818652849740933,0.177,0.076,0.113,0.264,0.112,0.181,0.6258486830188443,0.08892751835019529,0.010695171749756044,0.06563020554813236,0.003487702234118559,0.16476906644988046,0.04064165264907296,0.3674752276762701,0.762,0.172,0.6536066699553239,1.055528130491437,0.2313756181661449,0.9991079123637299
34,Hampshire , Massachusetts,25015,2012,3177063.0,21935,43788,59065,0.139684121077153,0.045091703886724316,0.4686503719447397,0.111,0.07200000000000001,0.066,0.201,0.099,0.13,0.7043278650753857,0.05142107663587408,0.008353941989818899,0.11474276714059495,0.004953316947130101,0.07065550793295569,0.04554552427824063,0.4073854570321404,0.9229999999999999,0.321,4.791882940141327,5.5266557050832,0.10530234813326868,0.9939655991637366
35,Middlesex , Massachusetts,25017,2012,825863.0,208097,43981,82226,0.0836406314816751,0.07082228906692081,0.4871794871794872,0.122,0.049,0.08,0.191,0.075,0.132,0.496211841431327,0.056190917864100944,0.003196656103978505,0.3321858468050997,0.004093899351345199,0.06068076666468894,0.04744007177945979,0.3857431870714138,0.85,0.336,0.11693213949264045,0.15290393260835092,0.07837844798722539,0.9972947751933368
36,Norfolk , Massachusetts,25021,2012,702612.0,102932,44583,80248,0.07583111992788469,0.0760541484539829,0.4783515910276474,0.14,0.043,0.083,0.158,0.071,0.151,0.5626803982852556,0.07130962750422708,0.0073411783459434235,0.1431273590544995,0.0057371636123493466,0.13028527836131465,0.07951899483641042,0.3809116698402829,0.87,0.312,0.21628807204756542,0.3024592713636187,0.07193378421800416,0.998293980476676
37,Plymouth , Massachusetts,25023,2012,274804.0,75713,41750,73396,0.07359773835375097,0.06987436145243682,0.4863893168977915,0.152,0.07200000000000001,0.071,0.19,0.07400000000000001,0.145,0.8339543820322848,0.017809056636730183,0.009079198264945198,0.04011950335511856,0.0002765607487518377,0.05970073215819275,0.039060566803976654,0.40075020141851453,0.8490000000000001,0.26899999999999996,0.11070122700196794,0.141080547330049,0.10619088800876937,0.9954991025818031
38,Suffolk , Massachusetts,25025,2012,739311.0,80511,25844,51049,0.20518635939865487,0.20179908485856904,0.4837377387712959,0.138,0.102,0.138,0.304,0.121,0.226,0.5709586358109104,0.02684797061047381,0.0034383365052055226,0.2598284078013177,0.013585622288860844,0.08384698726246465,0.04149403972076704,0.2730558557215784,0.6709999999999999,0.231,0.1785398737191191,0.2294764925289712,0.19874234307855854,0.9869358361064892
39,Worcester , Massachusetts,25027,2012,431249.0,108018,36330,62505,0.11834662483670835,0.09635729566568003,0.4934143870314083,0.13,0.049,0.078,0.203,0.073,0.151,0.7432017233663151,0.02243715347745734,0.01069451755250447,0.051070263351335306,0.0024463824843651808,0.13150175420696628,0.038648205561056366,0.4115888092725287,0.8109999999999999,0.247,0.09263122162972835,0.1283151221092781,0.13097220187274397,0.9969424337445907
40,Allegan , Michigan,26005,2012,1837504.0,16058,36798,50078,0.14241103259054685,0.06810727377966429,0.4974874371859296,0.106,0.048,0.061,0.185,0.08,0.163,0.5019673426561249,0.026673683431437428,0.005222845773396956,0.331078462958448,0.003817678764236704,0.08862620163003727,0.04261378478631883,0.4413376510150704,0.8240000000000001,0.203,1.9478137431809692,3.7536208563955658,0.16102958304216167,1.0
41,Bay , Michigan,26017,2012,124119.0,18623,33750,44548,0.12883882378533798,0.09807735052233828,0.4842702423929861,0.187,0.057,0.108,0.215,0.102,0.168,0.9361097011738736,0.01118281649062593,0.0012165744164874034,0.02101209323310694,0.0,0.005671976087464449,0.024806838598441815,0.4214680771089513,0.8170000000000001,0.11199999999999999,0.11852721344573915,0.27440409536594534,0.17247026178724953,1.0
42,Berrien , Michigan,26021,2012,266776.0,26482,33960,43526,0.2052865531066095,0.11773617153511498,0.4890137966274911,0.15,0.055,0.081,0.25,0.115,0.202,0.8311467298407653,0.01132035865295229,0.007317000029987705,0.04119935826311212,0.0019529492907907763,0.061129936725942365,0.045933667196449465,0.3856959444150744,0.8390000000000001,0.22899999999999998,0.2579915927800015,0.3349961900158598,0.16164920379257094,0.997591671845867
43,Calhoun , Michigan,26025,2012,178586.0,20835,30732,39190,0.17892850906827207,0.11410134560552247,0.4884910485933504,0.152,0.081,0.119,0.243,0.118,0.194,0.8706001590270234,0.011529459196129596,0.036369032286965385,0.027387365191000414,0.0,0.019021647833536784,0.035092336465344424,0.39332853371730253,0.848,0.15,0.16818884050875932,0.28785474624430046,0.19053439133541425,1.0
44,Clinton , Michigan,26037,2012,420757.0,11120,40099,57330,0.12828253145620175,0.04765436677174115,0.4952044422009086,0.105,0.031,0.069,0.198,0.08199999999999999,0.103,0.5414431607792621,0.1322568608484232,0.004884054216566807,0.15346149915509427,0.00937358142585863,0.08578585739512355,0.07279498617967141,0.4436151079136689,0.8490000000000001,0.195,0.6335192851618704,1.589190107913669,0.07091668647895935,0.9971259039495642
45,Eaton , Michigan,26045,2012,491829.0,15941,39116,55199,0.09298904743612564,0.05128862674701885,0.4815966822187662,0.17,0.031,0.081,0.2,0.083,0.111,0.7657112533014523,0.01708317321670743,0.011144117162672391,0.04027416032808151,0.003584579193174864,0.12286994056877493,0.03933277622913655,0.43140329966752394,0.909,0.233,0.44613558371494877,1.1606312854902452,0.1185676578449464,0.9987177843313245
46,Genesee , Michigan,26049,2012,521726.0,61434,35702,40323,0.21370793709294936,0.07525914075259141,0.4813278008298755,0.15,0.048,0.1,0.257,0.1,0.174,0.7585380065398313,0.02706018101455553,0.0067372528875310035,0.053050835112683666,0.0074445206871039575,0.1036961930208577,0.04347301073743689,0.350180681707198,0.8109999999999999,0.134,0.11003684900869225,0.275368127584074,0.23596931869454052,0.9988667799886678
47,Grand Traverse , Michigan,26055,2012,162812.0,13929,43363,51635,0.10276826219794463,0.08204448372367064,0.4946942900454776,0.111,0.068,0.069,0.198,0.037000000000000005,0.123,0.6944205586811782,0.24644375107485936,0.003513254551261577,0.007051077316168343,0.0,0.031459597572660494,0.017111760803871952,0.4279560628903726,0.9390000000000001,0.324,0.2628205772130088,0.406708560557111,0.1324461705408647,1.0
48,Ingham , Michigan,26065,2012,95022.0,31482,39307,43337,0.2636460513796384,0.05880258899676375,0.4826694257630626,0.119,0.045,0.084,0.231,0.068,0.147,0.6967754835722254,0.014859716697185915,0.01683820588916251,0.14693439414030435,0.0005367178127170549,0.0657531939971796,0.058302287891225185,0.3738961946509116,0.887,0.342,0.054193507718696396,0.0684066643796455,0.20176500807280198,0.9967637540453075
49,Isabella , Michigan,26073,2012,65912.0,7085,33350,35593,0.3069245552042651,0.08213341169556274,0.4797086368366286,0.191,0.078,0.08199999999999999,0.205,0.054000000000000006,0.119,0.8803556256827285,0.007616215560140794,0.038384512683578106,0.019298458550794997,0.002275761621556014,0.021422502730913947,0.03064692317028765,0.4207480592801694,0.828,0.223,0.0812713100917431,0.1892423294283698,0.19948911324656368,1.0
50,Jackson , Michigan,26075,2012,451977.0,24133,31845,42653,0.1988837950966713,0.07895989270107731,0.514798641436196,0.16899999999999998,0.05,0.116,0.246,0.1,0.18,0.8060941154085274,0.015591501337457438,0.011279335010409822,0.03373622994090407,0.0011350135073244878,0.09078780557417744,0.041375999221199306,0.4178510752910952,0.812,0.154,0.35415758795010976,0.7307707522065222,0.2074809665673618,1.0
51,Kalamazoo , Michigan,26077,2012,835981.0,32677,34566,44306,0.17723637866954164,0.07924110671936757,0.491353001017294,0.173,0.081,0.086,0.207,0.073,0.159,0.7793777609778213,0.01977915766028175,0.005040784419741597,0.06798599489701321,0.0017105651922711162,0.08184157295440925,0.044264163898461814,0.3918352357927594,0.882,0.267,0.4381884067692874,0.7795701267558223,0.17922590758912182,1.0
52,Kent , Michigan,26081,2012,204118.0,71447,36910,50653,0.17106901186541834,0.06284323243446886,0.4908350305498982,0.142,0.044,0.075,0.189,0.07,0.155,0.6680449543891278,0.025127622257713682,0.008847823317884753,0.13808679293349926,0.0031354412643666897,0.10179406029845482,0.05496330553895296,0.3902053270256274,0.8540000000000001,0.22899999999999998,0.05284721211527425,0.08202488415188881,0.17463695705776244,0.995566052772666
53,Lapeer , Michigan,26087,2012,72926.0,12876,36600,51428,0.09639890476795636,0.05292057934107911,0.506416584402764,0.159,0.047,0.07,0.183,0.033,0.117,0.711282670103941,0.03293749828593369,0.010202122699723006,0.07654334530894331,0.0037435208293338453,0.08747223212571648,0.07781861064640869,0.4635756446101274,0.8590000000000001,0.142,0.09602263156259709,0.20304419850885366,0.12634949679780422,1.0
54,Lenawee , Michigan,26091,2012,459598.0,15482,34148,48224,0.12804513844447288,0.07653333333333333,0.5100440960313571,0.145,0.045,0.086,0.238,0.091,0.133,0.8268465049891427,0.032149835290841124,0.007702383387221006,0.03686700116188495,0.0008833806935626352,0.05893411198482153,0.03661678249252608,0.4245575507040434,0.855,0.16399999999999998,0.47859701304741,1.0289153003487923,0.14013895468182536,0.996
55,Livingston , Michigan,26093,2012,595546.0,24221,48134,75719,0.06172214301834656,0.03801963651556298,0.498997995991984,0.154,0.04,0.08,0.153,0.054000000000000006,0.12,0.747984202731611,0.10373841819103814,0.007873447223220373,0.05349041048046666,0.0019763376800448662,0.03870062094279871,0.046236562750820255,0.4558028157384088,0.879,0.258,0.5186347292845052,0.6939963605961769,0.06367500898096036,0.9995404219761855
56,Macomb , Michigan,26099,2012,305318.0,126959,34966,52185,0.12389494417971166,0.08035433102657483,0.486125385405961,0.154,0.06,0.101,0.237,0.08199999999999999,0.171,0.8849789399904362,0.010985267819126288,0.003845171264059112,0.04653508800660295,6.223019933315429e-05,0.03139349792675178,0.022199804793690516,0.39304027284398896,0.7829999999999999,0.138,0.04133945935301949,0.09217809639332385,0.14455392825700897,0.9950419496281462
57,Marquette , Michigan,26103,2012,207406.0,10463,36059,45149,0.17994984306241227,0.08528528528528527,0.5069033530571991,0.125,0.035,0.061,0.183,0.059,0.136,0.8904419351417028,0.08464557438068329,0.0012776872414491385,0.0016055466090662755,0.00021214429669344184,0.0020732283540495448,0.019743883976355552,0.4529293701615216,0.8809999999999999,0.223,0.2478246976966454,0.7104493013476058,0.1348013086791898,1.0
58,Midland , Michigan,26111,2012,289586.0,12755,38353,52356,0.14291790210470035,0.052465387418022834,0.4921279837480955,0.159,0.046,0.06,0.244,0.049,0.118,0.822449980316728,0.1026189111352068,0.0016644451043904055,0.028406069354181482,0.00044891672939990186,0.02213504796502593,0.02227662939506744,0.4294786358290866,0.889,0.242,0.44942021716973735,0.7472703727165818,0.14578005115089515,0.9972471864626345
59,Monroe , Michigan,26115,2012,137206.0,21754,34260,50675,0.11889180192260225,0.056295456692169635,0.4900560938296787,0.154,0.051,0.068,0.2,0.071,0.165,0.8614637843826072,0.08383015320029738,0.003498389283267496,0.007951547308426746,0.000386280483360786,0.010189058787516579,0.03268078655452385,0.4268640250068953,0.8390000000000001,0.165,0.11408394446998256,0.19394522846373086,0.10708447814141134,0.9985359403041466
60,Muskegon , Michigan,26121,2012,634265.0,24287,32475,40535,0.2196893664936845,0.0848955886748943,0.494949494949495,0.161,0.078,0.087,0.209,0.094,0.16,0.7563794313102568,0.10179656768070128,0.009366747337469354,0.03419548611384831,0.0007315554224180744,0.06268830851457986,0.03484190362072635,0.39362621978836415,0.8,0.163,0.37822950529089644,0.8579957306377896,0.24033823989978076,1.0
61,Oakland , Michigan,26125,2012,298215.0,172772,44249,63345,0.10459817421789386,0.058630405054934685,0.4850669412976314,0.129,0.052000000000000005,0.08199999999999999,0.195,0.075,0.14300000000000002,0.9099005750884428,0.012366916486427577,0.002877118857200342,0.04095032107707527,0.0005130526633469141,0.01098871619469175,0.02240329963281525,0.3674901025629153,0.873,0.33799999999999997,0.04290642274211099,0.06236603373231774,0.10769610754913787,0.9950959588815014
62,Ottawa , Michigan,26139,2012,644964.0,33901,40996,54323,0.11261540356129908,0.032031273674959844,0.491353001017294,0.138,0.03,0.061,0.154,0.067,0.121,0.8178022339231337,0.06395860854249229,0.006170887057262111,0.02592237706290584,0.002111745771857034,0.034374011572738936,0.04966013606961009,0.43107872924102536,0.8079999999999999,0.23199999999999998,0.417901513937642,0.576911841420607,0.10314788317481693,1.0
63,Saginaw , Michigan,26145,2012,545358.0,32176,33040,40318,0.18928541640602192,0.08643290714193465,0.4834710743801653,0.134,0.048,0.102,0.264,0.09,0.127,0.9083904517766312,0.012193824973687008,0.009514850795257428,0.024930412683044897,0.0001265223944638201,0.017131865673557553,0.027712071703358158,0.3651168572849329,0.8029999999999999,0.127,0.2718654375932372,0.6340024039035306,0.2325471093449558,0.9979659046881054
64,St. Clair , Michigan,26147,2012,310487.0,25177,32098,44518,0.16138787002607308,0.08876078335173147,0.4936708860759494,0.196,0.046,0.061,0.229,0.061,0.125,0.9057738327208548,0.009543072656826213,0.004116114362276037,0.018689993461884068,0.0012013385423544304,0.02546322390309417,0.035212424352710416,0.43357032211939467,0.828,0.10300000000000001,0.21683651431862416,0.5068644471938674,0.20471763349980793,0.9989369966065661
65,Shiawassee , Michigan,26155,2012,402922.0,10962,35942,41221,0.15747950669423547,0.0618807253692279,0.4962216624685138,0.139,0.055,0.092,0.208,0.095,0.145,0.9121566953405372,0.02136890018415475,0.0019383404232084624,0.03455755704578057,0.00013402097676473362,0.0061575193213574825,0.023686966708196627,0.4265644955300128,0.8490000000000001,0.153,0.6101537310709725,1.1073922656449553,0.18667993513194753,1.0
