,county,state,fips,year,population_all,population_65,income_median_house_65,income_median_house_all,per_poverty_all,per_poverty_65,per_male_all,per_hear_diffi_65,per_vision_diffi_65,per_cog_diffi_65,per_ambu_diffi_65,per_selfCare_diffi_65,per_indeLive_diffi_65,per_oneRace_white_all,per_oneRace_baa_all,per_oneRace_aian_all,per_oneRace_asian_all,per_oneRace_nhopi_all,per_oneRace_other_all,per_twoRace_over_all,per_male_65,per_high_65,per_bachelor_65,per_employment_65,per_veteran_65,per_stamp_house_all,per_insured_65
0,St. Louis , Missouri,29189,2011,163686.0,151202,39586,54830,0.1196950255353335,0.06329993951570853,0.4728518713758567,0.125,0.056,0.076,0.211,0.073,0.155,0.9010116931197536,0.07048861845240277,0.0053150544334885095,0.013232652761995528,0.0,0.0014478941387779038,0.008504087093581612,0.3414174415682332,0.861,0.31,0.025443526262880125,0.041987285287231654,0.10260202166818694,0.9912193494114948
1,St. Louis city, Missouri,29510,2011,124353.0,34897,23245,32570,0.27038664294796955,0.1759815103854004,0.4848016486347244,0.124,0.096,0.112,0.342,0.105,0.255,0.9265960612128376,0.0412937363795003,0.00401277009802739,0.007245502722089536,0.0,0.0036026473024374154,0.017249282285107716,0.20706651001518755,0.684,0.149,0.04872989870189414,0.06513236478780411,0.25282242739934274,0.9938167847280586
2,Cascade , Montana,30013,2011,181722.0,12830,36206,42623,0.15655347468650158,0.06415033209136563,0.4916115912557194,0.174,0.085,0.096,0.194,0.103,0.142,0.9647703635223032,0.007891174431274144,0.00171690824446132,0.002789975897249645,0.004028130881236174,0.003896061016277611,0.01490738600719781,0.4355416991426345,0.833,0.177,0.24419867513639903,0.43274764349181616,0.10668903594618946,0.9799935201684756
3,Flathead , Montana,30029,2011,150069.0,13762,40843,44207,0.10594120772091377,0.06700644581022336,0.4954591321897074,0.129,0.051,0.05,0.205,0.057,0.084,0.9037642684365192,0.0023389240949163387,0.049877056553985166,0.003944852034730691,0.0034051003205192282,0.016179224223523844,0.02049057433580553,0.4704258102020055,0.8759999999999999,0.27899999999999997,0.25902768681877636,0.3501682697282372,0.09407665505226481,0.9835856693149453
4,Gallatin , Montana,30031,2011,324885.0,9775,42166,50302,0.12802028949082062,0.025742988698200082,0.5098039215686274,0.18600000000000005,0.042,0.066,0.197,0.08900000000000001,0.146,0.5355187220093264,0.3612447481416501,0.014826784862335903,0.023734552226172337,0.0037520968958246774,0.023294396478754018,0.03762869938593656,0.4646547314578005,0.847,0.39899999999999997,0.4204394117647059,0.7342899544757034,0.02494891923862781,0.9971745500209293
5,Missoula , Montana,30063,2011,318069.0,12724,35219,41931,0.17383078270919156,0.05022464698331194,0.5007488766849725,0.202,0.046,0.047,0.168,0.052000000000000005,0.078,0.4539172317956167,0.4799147354819238,0.0015122504865296526,0.023205656634252315,0.0010343667568986604,0.006215632457108363,0.0342001263876706,0.4551241747878026,0.9179999999999999,0.302,0.5385475114743792,0.603716159933983,0.14214098073555168,1.0
6,Yellowstone , Montana,30111,2011,1536471.0,21036,31473,46975,0.13050165721791565,0.11205666781445224,0.4882292732855681,0.204,0.097,0.083,0.193,0.08199999999999999,0.142,0.4186398571792113,0.42414858464624455,0.0018314696470027746,0.0645335967942122,0.00031110251999549616,0.06597586287017458,0.024559526343159097,0.4245103631869177,0.865,0.201,2.095738847832288,2.3006162558471193,0.12527835886362101,1.0
7,Douglas , Nebraska,31055,2011,188560.0,55861,38042,51694,0.14760730335435696,0.08918391978460681,0.491353001017294,0.146,0.061,0.077,0.191,0.075,0.14,0.8992575307594399,0.044601187950784896,0.00146902842596521,0.02917373780229105,0.0,0.007864870598218074,0.017633644463300808,0.3765059701759725,0.86,0.24,0.07295851918153991,0.07171632731243623,0.11412859728326803,0.9968805124872342
8,Lancaster , Nebraska,31109,2011,116617.0,32067,40962,48642,0.15259466329667626,0.04973999547818223,0.5019920318725101,0.153,0.053,0.052000000000000005,0.16,0.033,0.111,0.8903847637994461,0.06846343157515627,0.0051450474630628466,0.01203941106356706,0.0006602810910930654,0.013702976409957384,0.009604088597717313,0.41572332927932143,0.935,0.28300000000000003,0.08981840103533226,0.07670457991081174,0.0907648863477897,0.9984496624786021
9,Sarpy , Nebraska,31153,2011,87669.0,14614,45508,64043,0.070324695112471,0.04438142502658632,0.4974874371859296,0.132,0.039,0.058,0.161,0.012,0.069,0.8077313531579008,0.15509473131893828,0.0024295931286999967,0.009592900569186371,0.0,0.01414411023280749,0.011007311592467121,0.4092650882715205,0.909,0.20199999999999999,0.08346971848912002,0.0640330440673327,0.05159276291497432,0.9975895072669266
10,Clark , Nevada,32003,2011,75115.0,230882,39555,48215,0.1685167981387013,0.09796408755297303,0.5032290114257327,0.135,0.053,0.076,0.21,0.064,0.135,0.8705185382413633,0.06790920588431072,0.008480330160420688,0.010743526592558077,0.0,0.02239233175797111,0.01995606736337616,0.3742734383797784,0.8170000000000001,0.22899999999999998,0.006116705135090653,0.007978947579282926,0.11475616861404582,0.9683559788544716
11,Washoe , Nevada,32031,2011,315196.0,53775,36445,50733,0.13118213925448272,0.10470426823538256,0.503968253968254,0.151,0.051,0.098,0.254,0.085,0.154,0.6626987652127565,0.20549753169456464,0.00873424789654691,0.03424218581454079,0.002833157781190117,0.030638079163441162,0.055356032436959864,0.42568107856810783,0.8740000000000001,0.27699999999999997,0.11206968888888888,0.15506295081357507,0.08125746565797333,0.9965981919672223
12,Cheshire , New Hampshire,33005,2011,128200.0,11745,35501,54049,0.0969124500665779,0.08083673107605034,0.486125385405961,0.162,0.101,0.079,0.239,0.075,0.141,0.5266692667706708,0.008946957878315133,0.3589313572542901,0.003556942277691108,0.001170046801872075,0.06960998439937598,0.03111544461778471,0.4386547467007237,0.8059999999999999,0.27899999999999997,0.33204291187739465,0.3378935036185611,0.09874038933420579,0.9873249423861018
13,Grafton , New Hampshire,33009,2011,,14092,36589,50811,0.11478951009065205,0.05050062120879924,0.4910941475826972,0.172,0.044,0.062,0.183,0.079,0.105,,,,,,,,0.4552228214589838,0.8859999999999999,0.386,,,0.07376275585442105,0.9888913250018271
14,Hillsborough , New Hampshire,33011,2011,1756153.0,49868,37751,66609,0.08244510927437756,0.057985330278892834,0.4946942900454776,0.152,0.037000000000000005,0.077,0.19,0.051,0.13,0.7516287020550032,0.07052859289594927,0.00639921464701538,0.023339082642571576,0.0008547091284187654,0.11368599432965125,0.0335637043013906,0.4162789764979546,0.83,0.23800000000000002,0.8226112522459291,0.8724067191184727,0.08742966067395193,0.9953342720833946
15,Merrimack , New Hampshire,33013,2011,108525.0,20523,38161,66221,0.08509224934107612,0.05378247513927214,0.4964753272910373,0.153,0.066,0.08199999999999999,0.223,0.08800000000000001,0.14,0.9288090301773784,0.021589495507947483,0.000340935268371343,0.011094217922137757,0.0,0.016715042616908548,0.021451278507256397,0.4258636651561663,0.847,0.281,0.14256366028358428,0.1353984614822394,0.08135917267750065,0.9985942625084605
16,Rockingham , New Hampshire,33015,2011,1498816.0,38810,46279,75982,0.062469188689316585,0.04990093778893145,0.4939271255060729,0.18600000000000005,0.06,0.069,0.159,0.062,0.08800000000000001,0.8101227902557753,0.07486242474059525,0.0018441222938639567,0.03447321085443443,0.00024686152269524746,0.05774824928476877,0.02070234104786712,0.4403246585931461,0.8690000000000001,0.257,0.9566779168255604,1.1428616822468438,0.050467609002007086,0.9945053493593977
