,county,state,fips,year,population_all,population_65,income_median_house_65,income_median_house_all,per_poverty_all,per_poverty_65,per_male_all,per_hear_diffi_65,per_vision_diffi_65,per_cog_diffi_65,per_ambu_diffi_65,per_selfCare_diffi_65,per_indeLive_diffi_65,per_oneRace_white_all,per_oneRace_baa_all,per_oneRace_aian_all,per_oneRace_asian_all,per_oneRace_nhopi_all,per_oneRace_other_all,per_twoRace_over_all,per_male_65,per_high_65,per_bachelor_65,per_employment_65,per_veteran_65,per_stamp_house_all,per_insured_65
23,Kent , Michigan,26081,2017,154383.0,85927,42829,61125,0.10207821081687064,0.058860175634067737,0.4934143870314083,0.121,0.044,0.077,0.194,0.06,0.136,0.8692148746947527,0.08587085365616681,0.0011594540849704956,0.011199419625217805,0.0,0.006380236165899096,0.02617516177299314,0.4001885321261071,0.8835290420938704,0.2827516380183179,0.1673424651157378,0.16611775111431798,0.09523928236066445,0.9904036229019156
24,Lapeer , Michigan,26087,2017,2188649.0,15586,46300,55866,0.08084958620290526,0.07886290692342962,0.5056846267918932,0.152,0.038,0.078,0.184,0.039,0.096,0.6387392405086425,0.06223017030140511,0.0046325381548160535,0.17449623032290695,0.00784319459173216,0.047464440392223695,0.06459418572827348,0.4613114333376106,0.9036956242781984,0.12184011292185294,0.1183972154497626,0.17105094315411268,0.1122231624405474,0.9979694766489815
25,Lenawee , Michigan,26091,2017,,17787,42931,56515,0.09616230540624633,0.0599072933169043,0.5054401582591495,0.139,0.061,0.128,0.203,0.065,0.149,,,,,,,,0.4413897790521168,0.8623151740034857,0.17501546072974644,0.1565237533029741,0.23326024624725925,0.08794315205269847,0.9977703455964325
26,Livingston , Michigan,26093,2017,66181.0,30986,48365,80733,0.05238626700680272,0.03763951166824862,0.5027349577324713,0.149,0.04,0.053,0.152,0.048,0.097,0.927108988984754,0.0124053731433493,0.002553602997839259,0.00019643099983378915,0.01104546622142307,0.01869116513803055,0.0279989725147701,0.4649196411282514,0.9479119602401085,0.293358290841025,0.1736103401536178,0.1897308461886013,0.048208343646013806,1.0
27,Macomb , Michigan,26099,2017,346017.0,145146,42468,60380,0.11299510561865678,0.09156990066061747,0.486652977412731,0.128,0.053,0.08199999999999999,0.223,0.08,0.155,0.8072695850203891,0.11227772045882138,0.003580748922740791,0.022738767170399143,0.0010317412150270071,0.03691437125921559,0.016187065953406913,0.3953329750733744,0.8429443456933019,0.1869152439612528,0.1432100987970733,0.18348421589296296,0.10761797279316047,0.9935348322370045
28,Marquette , Michigan,26103,2017,186844.0,12119,41654,49008,0.19448109233679325,0.062369882026370574,0.5056846267918932,0.152,0.037000000000000005,0.061,0.22,0.081,0.107,0.7546509387510436,0.19523238637580007,0.0007385840594292566,0.014755625013380147,0.0010971719723405619,0.02176146946115476,0.011763824366851493,0.4785048271309514,0.9287069890254972,0.29919960392771683,0.12724572984569685,0.24102648733393844,0.10285714285714286,1.0
29,Midland , Michigan,26111,2017,842798.0,15022,43098,61624,0.10819169142356208,0.07562277580071175,0.4931576279776989,0.189,0.061,0.095,0.18,0.068,0.135,0.5741352020294306,0.10373185508271257,0.00220337494868284,0.2507208132909665,0.00018272468610509282,0.041286286868264986,0.02773974309383743,0.4271734788976168,0.9193183331114365,0.2744641192917055,0.08028691252829186,0.18805751564372253,0.10842914124824027,0.9966465918423214
30,Monroe , Michigan,26115,2017,628341.0,26316,42416,59290,0.13065853361645727,0.1034536042648536,0.4987468671679198,0.151,0.053,0.059,0.17600000000000002,0.036000000000000004,0.101,0.8791372837360605,0.0416382187379146,0.0014737220712956818,0.049431757596591665,0.0,0.011689512541756784,0.016629505316380754,0.4394284845721234,0.862593099255206,0.14812281501747987,0.10947834017327862,0.18384252925976594,0.13355059803789812,0.99478482577455
31,Muskegon , Michigan,26121,2017,739224.0,28259,36271,49229,0.1502644486201245,0.09377292063957753,0.4969818913480885,0.112,0.037000000000000005,0.108,0.227,0.066,0.104,0.8423576615477852,0.08175465082302523,0.0013419477722584766,0.017519723385604362,0.0003449563325866044,0.037248520069694716,0.019432540069045382,0.4034113025938639,0.8736685657666584,0.19806079479104002,0.10925347676846313,0.2158250468877172,0.16390269583933356,0.9945357195247176
32,Oakland , Michigan,26125,2017,290292.0,205125,52639,77475,0.0765635188616511,0.06898295254571682,0.4892747701736465,0.131,0.046,0.071,0.204,0.071,0.131,0.6134547283424965,0.30878219172419497,0.0007888608711228693,0.03401402725531534,0.0,0.015828889531919584,0.027131302274950742,0.3655137111517368,0.9086166971358928,0.3640463132236441,0.19730031444241317,0.1645971968312005,0.07127721093824266,0.996807629962673
33,Ottawa , Michigan,26139,2017,1492953.0,41749,43961,68543,0.08802048065816202,0.05684236272471566,0.4936708860759494,0.145,0.028,0.073,0.16899999999999998,0.039,0.111,0.8071459717754008,0.0834446898194384,0.002104553860704255,0.040001259249286485,5.157563566970963e-05,0.04517690777941436,0.022075041880085976,0.4431483388823684,0.8817935758940334,0.27852164123691586,0.17837416465065034,0.1766509377470119,0.0467870465377202,0.9974318209612327
34,Saginaw , Michigan,26145,2017,163760.0,36047,41179,45331,0.17390552092175765,0.06228630043309779,0.48533196088522906,0.177,0.08199999999999999,0.091,0.232,0.078,0.131,0.9228260869565216,0.013770151441133366,0.0005923302393746947,0.03251099169516365,0.0,0.00941011235955056,0.020890327308255983,0.36627181180125945,0.85163813909618,0.18947485227619495,0.10895344966294004,0.1938302771381807,0.18534301736702982,0.9982334169136083
35,St. Clair , Michigan,26147,2017,130492.0,29445,42591,57362,0.12285043547966384,0.053855781934496916,0.49799196787148603,0.181,0.05,0.091,0.199,0.058,0.13,0.9216963492014836,0.023005241700640645,0.0008966066885326303,0.01898200655978911,0.0,0.011349354749716458,0.02407044109983754,0.43742570894888777,0.8844285956868738,0.1881134318220411,0.1018796739684157,0.22034301239599252,0.12113580171076678,0.9984006675474585
36,Shiawassee , Michigan,26155,2017,89386.0,12190,38019,53361,0.09738988580750407,0.05626255860683188,0.4969818913480885,0.113,0.078,0.041,0.201,0.051,0.103,0.9254581254335129,0.012462801781039536,0.0018906763922761952,0.040431387465598635,0.0005258094108697111,0.0013313046785850132,0.017899894838117825,0.4526661197703035,0.8694831829368335,0.14290401968826907,0.15861886792452828,0.21812961443806397,0.13927484694064596,1.0
37,Van Buren , Michigan,26159,2017,158980.0,12737,42401,52971,0.11671873316815685,0.056317573019202836,0.4954591321897074,0.152,0.041,0.098,0.29,0.08800000000000001,0.12,0.90318908038747,0.007774562838092842,0.037998490376147935,0.0057051201408982255,0.0036419675430871814,0.008346961881997735,0.03334381683230595,0.4526183559707938,0.8773651566302897,0.22053858836460705,0.18137968124362097,0.1918819188191882,0.14460860281709542,0.9963692109085042
