,Unnamed: 0,Unnamed: 0.1_x,S1501_C01_025E,S1501_C01_026E,S1501_C01_027E,S1903_C03_014E,S1903_C03_001E,S2301_C03_010E,S2301_C02_011E,S0101_C01_015E,S0101_C01_016E,S0101_C01_017E,S0101_C01_018E,S0101_C01_019E,S1701_C01_001E,S1701_C02_001E,S1701_C01_010E,S1701_C02_010E,S0101_C01_033E,S0101_C03_030E,S0101_C05_030E,S1810_C03_026E,S1810_C03_036E,S1810_C03_044E,S1810_C03_052E,S1810_C03_060E,S1810_C03_067E,S2101_C03_012E,S2101_C03_013E,S2201_C03_001E,S2201_C01_001E,S2701_C01_013E,S2701_C04_013E,county,state,fips,Unnamed: 0.1_y,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B02001_008E,B02001_001E,B01001A_014E,B01001A_015E,B01001A_016E,B01001A_029E,B01001A_030E,B01001A_031E,B01001B_014E,B01001B_015E,B01001B_016E,B01001B_029E,B01001B_030E,B01001B_031E,B01001C_014E,B01001C_015E,B01001C_016E,B01001C_029E,B01001C_030E,B01001C_031E,B01001D_014E,B01001D_015E,B01001D_016E,B01001D_029E,B01001D_030E,B01001D_031E,B01001E_014E,B01001E_015E,B01001E_016E,B01001E_029E,B01001E_030E,B01001E_031E,B01001F_014E,B01001F_015E,B01001F_016E,B01001F_029E,B01001F_030E,B01001F_031E,B01001G_014E,B01001G_015E,B01001G_016E,B01001G_029E,B01001G_030E,B01001G_031E,B01001I_014E,B01001I_015E,B01001I_016E,B01001I_029E,B01001I_030E,B01001I_031E,year,population_all,population_65,income_median_house_65,income_median_house_all,per_poverty_all,per_poverty_65,per_male_all,per_hear_diffi_65,per_vision_diffi_65,per_cog_diffi_65,per_ambu_diffi_65,per_selfCare_diffi_65,per_indeLive_diffi_65,per_oneRace_white_all,per_oneRace_baa_all,per_oneRace_aian_all,per_oneRace_asian_all,per_oneRace_nhopi_all,per_oneRace_other_all,per_twoRace_over_all,per_male_65
0,0,"Berkshire County, Massachusetts: Summary level: 050, state:25> county:003",28605,25557,10554,46297,57054,37.7,9.1,9642,6522,5065,3643,3733,119910,10806,27517,1160,93.5,12846,15759,17.9,4.6,8.6,15.9,7.0,12.9,2719,2443,8671,54193,27517,121,Berkshire , Massachusetts,25003,"Berkshire County, Massachusetts: Summary level: 050, state:25> county:003",117358.0,1675.0,1271.0,2898.0,0.0,1523.0,1425.0,126150.0,7448,3542,1402,7487,3788,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,126150.0,28605,46297,57054,0.09011758819114336,0.04215575825853109,0.48320413436692505,0.179,0.046,0.086,0.159,0.07,0.129,0.9303051922314705,0.013277843836702339,0.010075307173999208,0.02297265160523187,0.0,0.012072929052715021,0.011296076099881093,0.43321097710190526
1,1,"Bristol County, Massachusetts: Summary level: 050, state:25> county:005",93816,67780,20006,40017,67842,25.7,5.0,27983,25485,16656,10222,13470,545156,60344,89963,6888,93.3,39892,53924,15.5,5.3,8.3,21.3,9.1,15.1,7945,8072,31198,218570,89963,275,Bristol , Massachusetts,25005,"Bristol County, Massachusetts: Summary level: 050, state:25> county:005",1177288.0,558202.0,5014.0,68978.0,852.0,59929.0,65615.0,1935878.0,23148,10304,4129,67636,39586,24276,447.0,96.0,44.0,19468.0,9912.0,3559.0,,,,,,,2830.0,1136.0,172.0,2887.0,1400.0,361.0,,,,,,,1177.0,108.0,129.0,1747.0,494.0,517.0,1505.0,744.0,431.0,2917.0,1021.0,64.0,685.0,277.0,0.0,741.0,466.0,51.0,2017,1935878.0,93816,40017,67842,0.11069125167841866,0.07656480997743517,0.48266942576306254,0.155,0.053,0.083,0.213,0.091,0.151,0.6081416287596636,0.2883456498808293,0.0025900392483410627,0.03563137759714197,0.00044011037885651887,0.030957012786962813,0.033894181348204794,0.40058199027884367
2,2,"Essex County, Massachusetts: Summary level: 050, state:25> county:009",130835,111388,43709,45127,75480,32.7,6.7,43904,31171,19468,16224,20068,768545,78752,126620,12740,93.5,56099,74736,13.7,4.1,8.3,19.5,9.2,14.0,7633,10661,40120,294092,126620,409,Essex , Massachusetts,25009,"Essex County, Massachusetts: Summary level: 050, state:25> county:009",164647.0,10280.0,462.0,2572.0,0.0,1100.0,2972.0,182033.0,32040,14182,5803,18696,11572,5075,758.0,223.0,137.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.0,2966.0,1031.0,438.0,3831.0,1373.0,882.0,2017,182033.0,130835,45127,75480,0.1024689510698788,0.10061601642710473,0.48320413436692505,0.13699999999999998,0.040999999999999995,0.083,0.195,0.092,0.14,0.9044898452478397,0.056473276823433116,0.002538001351403317,0.014129306224695522,0.0,0.006042860360484088,0.01632670999214428,0.3976382466465395
3,3,"Franklin County, Massachusetts: Summary level: 050, state:25> county:011",15027,14090,6632,45474,58824,35.1,8.4,5972,3522,2810,1377,1346,69675,6859,14634,841,95.4,6803,8224,12.3,3.9,6.4,15.8,6.6,12.1,1751,988,3542,29239,14634,24,Franklin , Massachusetts,25011,"Franklin County, Massachusetts: Summary level: 050, state:25> county:011",702784.0,103697.0,2829.0,35972.0,527.0,7713.0,17853.0,871375.0,4552,1738,420,39489,23476,11814,,,,3234.0,995.0,309.0,,,,,,,768.0,824.0,0.0,1480.0,575.0,155.0,,,,,,,,,,,,,360.0,79.0,78.0,311.0,241.0,,,,,,,,2017,871375.0,15027,45474,58824,0.09844277000358809,0.057468908022413556,0.4882292732855681,0.12300000000000001,0.039,0.064,0.158,0.066,0.121,0.8065230239563907,0.11900387318892555,0.003246593028259934,0.04128188208291493,0.0006047912781523455,0.008851527757853967,0.02048830870750251,0.4465295800891728
4,4,"Hampden County, Massachusetts: Summary level: 050, state:25> county:013",77797,61669,18243,37716,51726,24.1,4.6,22905,21286,12313,9950,11343,455207,78889,75132,10264,94.1,33388,44409,14.7,7.7,8.5,26.1,11.2,17.0,7762,5828,43799,180933,75132,163,Hampden , Massachusetts,25013,"Hampden County, Massachusetts: Summary level: 050, state:25> county:013",134456.0,3706.0,448.0,2845.0,22.0,1298.0,2872.0,145647.0,18038,8467,3218,14443,7689,4043,1333.0,432.0,213.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2123.0,1012.0,67.0,2849.0,1453.0,157.0,2017,145647.0,77797,37716,51726,0.1733035739784318,0.1366128946387691,0.48480164863472436,0.147,0.077,0.085,0.261,0.11199999999999999,0.17,0.9231635392421402,0.025445082974589247,0.0030759301599071727,0.019533529698517647,0.0001510501417811558,0.008911958365088193,0.01971890941797634,0.38205843412985074
5,5,"Hampshire County, Massachusetts: Summary level: 050, state:25> county:015",26686,24283,11108,49600,67989,35.7,8.4,9598,6635,4210,2702,3541,139218,13340,26114,1036,86.3,11779,14907,11.9,4.7,3.7,15.5,4.8,10.9,2012,2325,4219,57848,26114,118,Hampshire , Massachusetts,25015,"Hampshire County, Massachusetts: Summary level: 050, state:25> county:015",100958.0,2111.0,328.0,6537.0,8.0,2579.0,2823.0,115344.0,7335,2898,1142,5812,2818,2071,,,,,,,,,,,,,155.0,0.0,0.0,54.0,117.0,54.0,,,,,,,,,,,,,,,,,,,129.0,109.0,0.0,351.0,110.0,0.0,2017,115344.0,26686,49600,67989,0.09582094269419185,0.03967220647928314,0.46323134728931825,0.11900000000000001,0.047,0.037000000000000005,0.155,0.048,0.109,0.8752774309890414,0.018301775558329864,0.0028436676376751282,0.05667394923012901,6.935774726036899e-05,0.02235920377306145,0.024474615064502703,0.4262534662369782
6,6,"Middlesex County, Massachusetts: Summary level: 050, state:25> county:017",240112,213006,101833,53736,98555,36.4,8.1,79879,56347,40906,28225,34755,1545950,125955,232651,18452,95.8,103807,136305,14.4,5.0,7.6,18.0,7.5,13.3,16047,19166,40923,599499,232651,1223,Middlesex , Massachusetts,25017,"Middlesex County, Massachusetts: Summary level: 050, state:25> county:017",165989.0,21174.0,465.0,6605.0,0.0,6774.0,11223.0,212230.0,55579,25963,11087,9610,4710,1219,2017.0,951.0,167.0,1240.0,339.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.0,1854.0,735.0,166.0,2517.0,1095.0,490.0,2017,212230.0,240112,53736,98555,0.08147417445583621,0.0793119307460531,0.4892747701736465,0.14400000000000002,0.05,0.076,0.18,0.075,0.133,0.7821184563916506,0.09976911840927295,0.002191019177307638,0.03112189605616548,0.0,0.03191820195071385,0.05288130801488951,0.3857741387352569
7,7,"Norfolk County, Massachusetts: Summary level: 050, state:25> county:021",116068,102982,46351,60153,100829,38.3,10.6,37531,26709,17950,16180,17698,682292,46310,112280,6910,93.0,49448,66620,12.7,4.5,5.7,17.1,5.9,12.6,7339,10382,17620,263862,112280,1094,Norfolk , Massachusetts,25021,"Norfolk County, Massachusetts: Summary level: 050, state:25> county:021",333147.0,26116.0,679.0,5839.0,0.0,3550.0,3549.0,372880.0,25596,12950,5198,30318,19771,8518,1356.0,218.0,102.0,1508.0,266.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,358.0,360.0,61.0,737.0,349.0,0.0,2017,372880.0,116068,60153,100829,0.06787416531338489,0.061542572141075884,0.48186528497409326,0.127,0.045,0.057,0.171,0.059000000000000004,0.126,0.8934429307015662,0.07003861832224845,0.0018209611671315168,0.015659193306157476,0.0,0.009520489165415147,0.009517807337481227,0.37688251714512183
8,8,"Plymouth County, Massachusetts: Summary level: 050, state:25> county:023",90045,81633,29649,55776,86910,31.5,9.6,32580,21302,15865,9322,10976,502976,35108,86769,5920,95.1,39561,50484,12.8,4.8,4.7,16.0,5.4,9.6,8274,8637,18703,187608,86769,0,Plymouth , Massachusetts,25023,"Plymouth County, Massachusetts: Summary level: 050, state:25> county:023",54396.0,12623.0,107.0,741.0,0.0,510.0,1235.0,69612.0,22972,10138,3332,3355,2335,188,1459.0,452.0,147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,224.0,110.0,0.0,173.0,425.0,122.0,2017,69612.0,90045,55776,86910,0.06980054714340247,0.06822713180974772,0.48744233726294206,0.128,0.048,0.047,0.16,0.054000000000000006,0.096,0.7814169970694708,0.18133367810147677,0.00153709130609665,0.010644716428202035,0.0,0.007326323047750388,0.01774119404700339,0.40470875673274476
9,9,"Suffolk County, Massachusetts: Summary level: 050, state:25> county:025",93554,71692,25572,32057,66459,29.1,5.9,27976,25516,16657,11847,11558,755810,135888,90521,17798,94.0,39311,54243,14.1,9.9,14.3,30.7,11.6,20.0,3985,5356,54829,308889,90521,394,Suffolk , Massachusetts,25025,"Suffolk County, Massachusetts: Summary level: 050, state:25> county:025",559480.0,282620.0,1709.0,47841.0,101.0,18524.0,27659.0,937934.0,14863,7122,2454,29860,14830,7717,5711.0,2463.0,746.0,10021.0,4247.0,2198.0,,,,,,,1828.0,610.0,11.0,1912.0,1130.0,44.0,,,,,,,377.0,38.0,0.0,634.0,0.0,0.0,371.0,159.0,0.0,619.0,254.0,162.0,3093.0,1237.0,344.0,4271.0,2062.0,589.0,2017,937934.0,93554,32057,66459,0.1797912173694447,0.19661735950773854,0.4845360824742268,0.141,0.099,0.14300000000000002,0.307,0.11599999999999999,0.2,0.5965025257640729,0.3013218414088838,0.0018220898272159874,0.05100678725795205,0.00010768348305957562,0.019749790496985928,0.029489281761829723,0.2612288090300789
